SampleRate=1000000
CenterFrequency=299804.6875
16384.0,0.0
-5043.808502440504,15588.311383556234
-13278.530736170518,-9597.712096566287
13219.390317261606,-9679.006955255796
5139.361634695453,15557.069710836307
-16383.691575830137,100.5303340917635
4948.06547364623,-15618.966165163112
13337.171225902252,9516.055889441015
-13159.752195778867,9759.937404804054
-5234.721272889618,-15525.242323234665
16382.766314932544,-201.05688327326845
-4852.136152983487,15649.032901521761
-13395.30957867555,-9434.041408189973
13099.618617063905,-9840.500398225324
5329.883826786494,15492.83041903447
-16381.22425214277,301.57586277675597
4756.02415213705,-15678.51046063653
13452.943605614304,9351.671740612006
-13038.991845111927,9920.692902368499
-5424.845713569918,-15459.835218525523
16379.065445518609,-402.08348811946126
-4659.733089669456,15707.397732693966
-13510.071136829909,-9268.94998787864
12977.874162486647,-10000.511898031096
5519.603357978142,15426.25796395861
-16376.289976337908,502.57597524609736
4563.266590884672,-15735.69363010464
13566.69002150307,9185.879264417157
-12916.267870234346,10079.954380072953
-5614.153192439741,-15392.09991949827
16372.897949095515,-603.0495406713226
-4466.628287692022,15763.39708754396
-13622.798127964974,-9102.462697793055
12854.17528779682,-10159.017357529889
5708.491657206885,15357.362371175572
-16368.889491499342,703.5004016220702
4369.821818468665,-15790.507061992506
13678.393343776932,9018.703428593211
-12791.59875292506,10237.697853725029
-5802.61520048937,-15322.046626839696
16364.264754465537,-803.9247761805493
-4272.850827923676,15817.022532774996
-13733.473575810493,-8934.60461030677
12728.540621590166,-10315.992906382256
5896.520278589425,15286.154016108292
-16359.02391211286,904.3188834253529
4175.718966960264,-15842.942501598884
13788.03675032624,8850.169409206414
-12665.00326789507,10393.899567737182
-5990.203356033501,-15249.685890318036
16353.167161756035,-1004.6789435755509
-4078.429892537873,15868.265992592054
-13842.080813051243,-8765.401004230134
12600.98908398508,-10471.41490464822
6083.6609057069,15212.643622473166
-16346.694723898416,1105.0011781313701
3980.987267535166,-15892.992052339387
13895.603729257335,8680.302586860073
-12536.500479958333,10548.535998706384
-6176.889408986129,-15175.028607193957
16339.606842223646,-1205.2818100171496
-3883.394760611448,15917.119749918813
-13948.603483836601,-8594.877361004137
12471.539883774176,-10625.259946346254
6269.88535586987,15136.842260664824
-16331.903783586451,1305.51706372401
3785.656046070121,-15940.64817693599
14001.07808137873,8509.12854287301
-12406.109741162034,10701.58385895492
-6362.645245113931,-15098.086020579864
16323.585838002635,-1405.7031654513025
-3687.7748037183214,15963.576447558997
-14053.025546244533,-8423.05936086162
12340.212515530402,-10777.504862979502
6455.16558436048,15058.76134608979
-16314.653318638104,1505.8363432493863
3589.754718729727,-15985.903698551348
14104.443922641203,8336.673055426227
-12273.850687872278,10853.020100037464
-6547.442890271253,-15018.869717746285
16305.106561797247,-1605.9128271597851
-3491.5994815049103,16007.629089304719
-14155.331274696284,-8249.9728789618
12207.026756672654,-10928.126727023158
6639.4736886578385,14978.412637446609
-16294.945926910024,1705.928849359907
3393.312787533075,-16028.751801870429
14205.685686529263,8162.962095681787
-12139.743237815392,11002.821916213834
-6731.254514613116,-14937.391628376774
16284.171796518594,-1805.8806443030453
-3294.8983372526977,16049.271040990285
-14255.505262325232,-8075.643981492597
12072.002664486636,-11077.102855378187
6822.781912640014,14895.80823495497
-16272.784576262877,1905.7644488606138
3196.359835912207,-16069.186034126535
14304.78812640532,7988.021823871876
-12003.807587080686,11150.966747880839
-6914.052436784153,-14853.664022772264
16260.784694865224,-2005.5765024642874
-3097.7009934304847,16088.496031490942
-14353.532423297547,-7900.098921744337
11935.160573103663,-11224.410812787986
7005.062650761885,14810.960578534428
-16248.172604114437,2105.313047246199
2998.9255242567297,-16107.200306073104
14401.73631780669,7811.878585357546
-11866.064207076844,11297.432284972094
-7095.809128090515,-14767.699510001798
16234.948778848668,-2204.9703281813477
-2900.037147232443,16125.298153667482
-14449.39799508336,-7723.364136157311
11796.521090439355,-11370.02841521601
7186.288452215618,14723.882445929554
-16221.113716937405,2304.544593229895
2801.0395854486715,-16142.788892900431
14496.515660692568,7634.5589066622
-11726.533841449584,11442.196470317125
-7276.497216642204,-14679.511036005193
16206.667939262914,-2404.0320934770407
-2701.9365661076617,16159.671865255505
-14543.08754068061,-7545.466240339321
11656.105095089191,-11513.93373318762
7366.43202506086,14634.58695078743
-16191.611989700625,2503.4290832741717
2602.7318203820787,-16175.946435098336
14589.111881642315,7456.089491477621
-11585.237502960028,11585.237502960761
-7456.089491478543,-14589.111881641844
16175.94643509832,-2602.731820382182
-2503.4290832740685,16191.611989700641
